职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
android工程师,民营,20-99人,2019-09-20 10:27:41,大专,软件/互联网开发/系统集成,1-3年,四川宝航人力资源管理有限公司,8K-10K,成都-高新区,五险一金绩效奖金年终分红员工旅游带薪年假
App开发工程师（android）,民营,20-99人,2019-09-20 14:04:09,大专,软件/互联网开发/系统集成,3-5年,北京网学之家信息技术有限公司,12K-15K,北京,五险一金带薪年假
Android开发,民营,20-99人,2019-09-20 10:38:19,本科,软件/互联网开发/系统集成,1-3年,北陆赛科(重庆)科技发展有限公司,7K-9K,重庆,高温补贴绩效奖金周末双休创业公司
Android开发工程师,民营,20-99人,2019-09-20 11:08:07,本科,软件/互联网开发/系统集成,1-3年,四川创想众智电子科技有限公司,8K-10K,成都,周末双休五险一金年底双薪绩效奖金带薪年假
Android开发工程师,民营,1000-9999人,2019-09-20 10:44:34,本科,软件/互联网开发/系统集成,1-3年,江苏卡思迪莱服饰有限公司,8K-10K,南京-栖霞区,五险年底双薪绩效奖金节日福利全勤奖
android开发工程师,民营,20-99人,2019-09-20 14:13:38,学历不限,软件/互联网开发/系统集成,3-5年,中烜科技(深圳)有限公司,15K-25K,深圳,五险一金弹性工作员工旅游定期团建
Android应用开发工程师[实习],民营,20-99人,2019-09-20 14:04:29,大专,软件/互联网开发/系统集成,无经验,上海战诚电子科技有限公司,1.5K-3K,上海,员工旅游节日福利包吃包住
Java/Android软件开发实习生,民营,100-499人,2019-09-20 09:06:08,大专,软件/互联网开发/系统集成,不限,大连域维信息技术有限公司,4K-6K,大连,周末双休五险一金年底双薪绩效奖金全勤奖
Android开发工程师,民营,100-499人,2019-09-20 09:27:39,大专,软件/互联网开发/系统集成,不限,河南胜必隆网络科技有限公司,7K-10K,郑州,节日福利周末双休大牛带队公司重点项目
android开发工程师,民营,100-499人,2019-09-20 10:13:52,本科,软件/互联网开发/系统集成,1-3年,优地网络有限公司,6K-12K,深圳,节日福利五险一金餐补通讯补助带薪年假
Android开发工程师,民营,100-499人,2019-09-20 11:03:02,大专,软件/互联网开发/系统集成,1-3年,广州优象文化用品有限公司,10K-15K,广州,绩效奖金加班补助全勤奖包吃带薪年假
软件工程师--Android软件工程师,民营,20-99人,2019-09-20 09:26:29,大专,软件/互联网开发/系统集成,不限,江苏中矿安华科技发展有限公司,3.5K-7K,徐州,五险一金全勤奖加班补助绩效奖金节日福利
Android系统开发工程师[实习],民营,20-99人,2019-09-20 14:07:36,大专,软件/互联网开发/系统集成,无经验,上海战诚电子科技有限公司,1.5K-3K,上海,员工旅游节日福利包吃包住
Android开发工程师（自有产品自主研发）,民营,20-99人,2019-09-20 14:36:12,大专,软件/互联网开发/系统集成,3-5年,南京微源互联网络科技有限公司,15K-20K,南京,五险一金绩效奖金定期体检节日福利弹性工作
Android研发工程师,民营,20-99人,2019-09-20 14:02:20,大专,软件/互联网开发/系统集成,3-5年,北京甲子营科技有限公司,12K-18K,北京,五险一金交通补助餐补带薪年假节日福利
android开发工程师,民营,100-499人,2019-09-20 10:32:32,本科,软件/互联网开发/系统集成,3-5年,山东双端数字科技有限公司,8K-12K,济南,五险一金弹性工作单双轮休带薪年假
安卓Android程序员,民营,20-99人,2019-09-20 09:19:43,中技,软件/互联网开发/系统集成,3-5年,邯郸诺思科技有限公司,5K-10K,邯郸,公司重点项目大牛带队带薪年假项目奖金社保五险
android开发工程师,上市公司,1000-9999人,2019-09-20 14:02:11,本科,软件/互联网开发/系统集成,3-5年,深圳拓邦股份有限公司,10K-18K,深圳-宝安区,五险一金周末双休节日福利免费班车包住
Android客户端开发工程师,民营,20人以下,2019-09-20 11:36:02,大专,软件/互联网开发/系统集成,1-3年,深圳市宏图远见电子科技有限公司,10K-15K,深圳,通讯补助带薪年假节日福利五险年终奖
APP前端开发工程师Android,股份制企业,100-499人,2019-09-20 09:03:34,本科,软件/互联网开发/系统集成,1-3年,无锡市销升客网络科技有限公司,8K-15K,无锡,年底双薪员工旅游节日福利带薪年假
