职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
高级媒介经理（财经媒介方向）,外商独资,20-99人,2019-09-20 00:50:32,本科,公关/媒介,3-5年,北京基石传讯财经顾问有限公司,10K-20K,北京,年终分红交通补助餐补通讯补助带薪年假
售后专员5k+双休+旅游,上市公司,10000人以上,2019-09-20 00:51:16,大专,人力资源,不限,中国平安人寿保险股份有限公司四川分公司综合金融理赔部,6K-8K,成都,年底双薪绩效奖金员工旅游不加班带团队
苏南计划定级经理,国企,1000-9999人,2019-09-20 00:51:42,大专,销售管理,1-3年,新华人寿保险股份有限公司江苏分公司江宁支公司,15K-20K,南京,绩效奖金年终分红全勤奖交通补助带薪年假
PHP程序员,民营,100-499人,2019-09-20 00:52:15,中专,软件/互联网开发/系统集成,3-5年,河北恒情信息咨询有限公司,5K-7K,石家庄,五险一金带薪年假弹性工作绩效奖金
行政主管,民营,20-99人,2019-09-20 00:51:04,本科,行政/后勤/文秘,1-3年,北京华诺信诚财务顾问有限公司,8K-12K,北京-西城区,节日福利周末双休五险一金年底双薪绩效奖金
营销储备干部 7.5K薪资起,民营,10000人以上,2019-09-20 11:30:00,大专,实习生/培训生/储备干部,无经验,深圳市乐有家控股集团有限公司,8K-10K,深圳,五险一金试用期全额每年多次调薪大牛带队带团队
特聘销售主管,国企,1000-9999人,2019-09-20 00:51:43,大专,销售管理,1-3年,新华人寿保险股份有限公司江苏分公司江宁支公司,15K-20K,南京,绩效奖金年终分红全勤奖交通补助定期体检
会计,民营,100-499人,2019-09-20 00:52:13,本科,财务/审计/税务,5-10年,郑州优埃富欧科技创新有限公司,4K-6K,郑州,五险一金绩效奖金交通补助定期体检员工旅游
省公司筹建负责人,国企,100-499人,2019-09-20 00:51:01,大专,销售管理,1-3年,中国人寿保险股份有限公司宜昌市西陵区支公司,10K-15K,宜昌,五险一金绩效奖金年底双薪带薪年假周末双休
合同专员,民营,100-499人,2019-09-20 00:52:56,本科,律师/法务/合规,不限,新锋能源集团有限公司,5K-8K,北京,五险一金节日福利定期体检餐补
贷款销售专员，月薪8500,民营,100-499人,2019-09-20 00:51:37,大专,销售业务,不限,上海健宽金融信息服务有限公司,8K-10K,上海,五险一金带薪年假绩效奖金节日福利每年多次调薪
招聘经理（海淀）,民营,500-999人,2019-09-20 00:52:58,本科,人力资源,1-3年,北京华玺财富投资管理集团有限公司,10K-16K,北京-海淀区,五险一金绩效奖金餐补交通补助通讯补助
酒店服务业财务总监,国企,20-99人,2019-09-20 00:50:43,本科,财务/审计/税务,5-10年,中金旅投资控股有限公司,10K-15K,上海-浦东新区,交通补助餐补采暖补贴定期体检高温补贴
车险专员,股份制企业,10000人以上,2019-09-20 00:51:15,大专,销售管理,不限,中国平安人寿保险股份有限公司吉林分公司营销服务部,6K-8K,长春-南关区,补充医疗保险定期团建员工旅游节日福利餐补
人事专员助理,上市公司,10000人以上,2019-09-20 13:50:05,大专,行政/后勤/文秘,不限,中国平安人寿保险股份有限公司四川分公司新渠道事业部,4K-6K,成都,五险一金周末双休带薪年假全勤奖补充医疗保险
