职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
财务,股份制企业,100-499人,2019-09-20 00:51:52,大专,财务/审计/税务,3-5年,江门市龙翔光电科技有限公司,3.5K-5.5K,江门,全勤奖包住餐补五险一金
助理工程师,民营,20人以下,2019-09-20 00:50:32,本科,硬件开发,不限,天津市朝华电子技术有限公司,4.5K-6K,天津,五险一金加班补助周末双休带薪年假每年调薪
外贸业务员（周末双休+入职五险一金）,民营,20-99人,2019-09-20 14:27:28,大专,采购/贸易,1-3年,深圳市斯远电子技术有限公司,8K-15K,深圳-南山区,五险一金带薪年假节日福利全勤奖年底双薪
资材副理,外商独资,1000-9999人,2019-09-20 00:51:12,大专,物流/仓储,5-10年,康而富精密电子(宝应)有限公司,15K-20K,昆山,五险一金包住包吃带薪年假节日福利
会计,民营,20-99人,2019-09-20 00:51:13,本科,财务/审计/税务,3-5年,合肥宏光研磨科技有限公司,4K-5K,合肥,绩效奖金全勤奖交通补助节日福利不加班
业务助理,民营,100-499人,2019-09-20 00:51:51,本科,行政/后勤/文秘,1-3年,吉林省永利激光科技有限公司,2K-4K,长春,绩效奖金节日福利五险一金全勤奖包吃
财务专员,外商独资,100-499人,2019-09-20 00:51:52,大专,财务/审计/税务,1-3年,天津凯隆仪表科技有限公司,3K-4K,聊城-高唐县,全勤奖包吃员工旅游节日福利不加班
副管理师,外商独资,100-499人,2019-09-20 00:51:47,大专,客服/售前/售后技术支持,不限,宁波永鋐电子科技有限公司,2K-4K,宁波-北仑区,五险一金加班补助带薪年假节日福利周末双休
电气工程师,民营,20-99人,2019-09-20 00:52:20,本科,电子/电器/半导体/仪器仪表,5-10年,北京耐尔得智能科技有限公司,8K-10K,廊坊-香河县,五险一金餐补带薪年假定期体检节日福利
助理研究员,民营,20-99人,2019-09-20 00:51:35,大专,化工,1-3年,安徽益瑞德新材料科技有限公司,5K-8K,马鞍山,包住五险一金绩效奖金加班补助
采购专员,股份制企业,20-99人,2019-09-20 00:51:44,大专,采购/贸易,不限,山东飞越电子科技有限公司,2K-4K,济南,五险一金加班补助全勤奖包住带薪年假
技术员,民营,20-99人,2019-09-20 00:52:51,大专,生产管理/运营,不限,苏州华频物联科技有限公司,3.5K-5K,苏州,五险一金加班补助全勤奖包吃带薪年假
工艺工程师,民营,20-99人,2019-09-20 00:51:50,大专,生产管理/运营,不限,苏州华频物联科技有限公司,4K-6K,苏州,餐补节日福利五险一金加班补助全勤奖
光学器件生产技工,民营,20-99人,2019-09-20 00:52:26,学历不限,技工/操作工,无经验,武汉聚合光子技术有限公司,3.5K-6.5K,武汉,五险一金年底双薪节日福利周末双休带薪年假
龙华外贸业务员,民营,20人以下,2019-09-20 10:44:32,大专,采购/贸易,1-3年,深圳市优力晟科技有限公司,6K-12K,深圳,五险一金弹性工作带薪年假绩效奖金年终分红
法语文员,民营,100-499人,2019-09-20 00:51:44,本科,翻译（口译与笔译）,不限,青岛合盛泰能源科技有限公司,4K-6K,青岛,五险一金年底双薪绩效奖金年终分红包住
电话客服,民营,100-499人,2019-09-20 00:50:23,学历不限,销售业务,1-3年,安徽品冠空气技术有限公司,4K-6K,合肥,五险一金绩效奖金年终分红加班补助全勤奖
平面设计主管,民营,500-999人,2019-09-20 00:52:29,大专,艺术/设计,3-5年,天途路业集团有限公司,4.5K-7K,南通-通州区,五险一金包住节日福利免费班车健身俱乐部
消防教官,民营,20-99人,2019-09-20 00:52:53,学历不限,质量管理/安全防护,不限,吉林省访安智能科技有限公司,4K-6K,长春,五险一金节日福利带薪年假
绘图员,民营,20人以下,2019-09-20 00:51:34,大专,艺术/设计,不限,上海骐杰碳素材料有限公司,3K-5K,上海-闵行区,定期体检五险一金年底双薪餐补节日福利
京东运营,民营,20-99人,2019-09-20 00:50:23,中专,互联网产品/运营管理,3-5年,深圳市松崎科技开发有限公司,6K-8K,深圳,包住餐补绩效奖金房补
销售内勤,民营,20-99人,2019-09-20 00:51:41,大专,销售行政/商务,3-5年,山东沐谷物联科技有限公司,2K-4K,济南,
电梯维修工,民营,500-999人,2019-09-20 00:52:41,中专,物业管理,1-3年,上海联讯实业集团有限公司,4K-8K,上海,
兼容测试工程师,合资,1000-9999人,2019-09-20 00:53:01,本科,电子/电器/半导体/仪器仪表,3-5年,捷星显示科技(福建)有限公司,7K-10K,福州,周末双休五险一金年底双薪加班补助包吃
外销单证员,股份制企业,1000-9999人,2019-09-20 00:52:34,大专,财务/审计/税务,不限,深圳市科力尔电机有限公司,3K-5K,永州,五险一金包吃包住节日福利加班补助
工艺工程师,股份制企业,100-499人,2019-09-20 00:52:32,大专,机械设计/制造/维修,不限,东方久乐汽车电子(上海)股份有限公司新乐分公司,4K-6K,石家庄,五险一金包吃包住定期体检节日福利
不压工资月7000免体检包吃住,民营,1000-9999人,2019-09-20 00:51:17,学历不限,技工/操作工,不限,深圳市圣悦电子有限公司,6K-8K,深圳,五险一金绩效奖金包住包吃全勤奖
安防施工技术人员,民营,100-499人,2019-09-20 00:51:58,学历不限,土木/建筑/装修/市政工程,1-3年,河南华天光电智能科技有限公司,4K-6K,平顶山,五险一金加班补助全勤奖交通补助餐补
人事文员,民营,1000-9999人,2019-09-20 00:51:55,中专,行政/后勤/文秘,1-3年,深圳市益光实业有限公司,4K-6K,深圳,五险一金包住餐补带薪年假
助理研发工程师,民营,20-99人,2019-09-20 00:51:52,本科,生产管理/运营,1-3年,广东南海启明光大科技有限公司,4K-5K,佛山,五险一金定期体检员工旅游节日福利住房补贴
