职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
web前端开发工程师,股份制企业,20人以下,2019-09-20 09:44:26,本科,软件/互联网开发/系统集成,1-3年,四川瑞商亿嘉网络技术有限公司,5K-8K,成都,五险一金项目奖金周末双休公司重点项目定期团建
web前端小程序,民营,20-99人,2019-09-20 09:37:33,大专,软件/互联网开发/系统集成,1-3年,北京亿创飞扬文化传播有限公司,8K-10K,北京,五险一金带薪年假全勤奖周末双休
Web前端开发工程师,其它,20-99人,2019-09-20 14:19:20,大专,软件/互联网开发/系统集成,1-3年,天津市天翼博雅科技发展有限公司,4K-6K,天津-南开区,五险一金年底双薪绩效奖金加班补助全勤奖
Web前端开发工程师,股份制企业,100-499人,2019-09-20 14:24:15,本科,软件/互联网开发/系统集成,3-5年,科讯嘉联信息技术有限公司,10K-20K,武汉-洪山区,五险一金股票期权交通补助餐补通讯补助
WEB前端工程师,民营,20-99人,2019-09-20 11:46:36,大专,软件/互联网开发/系统集成,1-3年,河北证优科技有限公司,4K-8K,石家庄-桥西区,节日福利五险周末双休餐补弹性工作
web前端讲师,合资,100-499人,2019-09-20 14:27:27,大专,软件/互联网开发/系统集成,3-5年,湖南卓鼎信息技术有限公司,8K-10K,长沙,五险一金全勤奖包住通讯补助带薪年假
web前端游戏开发 ,民营,100-499人,2019-09-20 13:38:02,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,无锡,五险一金弹性工作绩效奖金员工旅游节日福利
web前端游戏开发 ,民营,100-499人,2019-09-20 13:50:04,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,苏州,五险一金弹性工作绩效奖金员工旅游节日福利
web前端工程师,民营,100-499人,2019-09-20 14:04:10,本科,软件/互联网开发/系统集成,1-3年,深圳市天下房仓科技有限公司,6K-12K,武汉-洪山区,五险一金绩效奖金带薪年假节日福利周末双休
web前端游戏开发,民营,100-499人,2019-09-20 13:40:01,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,大连,五险一金弹性工作绩效奖金员工旅游节日福利
web前端开发工程师,民营,100-499人,2019-09-20 11:28:16,本科,软件/互联网开发/系统集成,不限,南京易欣博软件技术有限公司,4K-6K,南京-雨花台区,五险一金绩效奖金加班补助交通补助餐补
web前端,民营,20-99人,2019-09-20 10:52:01,学历不限,软件/互联网开发/系统集成,不限,长沙泽元软件有限公司,6K-10K,长沙-岳麓区,五险一金年底双薪绩效奖金加班补助餐补
web前端游戏开发 ,民营,100-499人,2019-09-20 13:31:06,大专,软件/互联网开发/系统集成,3-5年,厦门乘三乘五网络科技有限公司,15K-30K,武汉,五险一金弹性工作绩效奖金员工旅游节日福利
