职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
城市更新项目经理,民营,20-99人,2019-09-20 14:18:09,大专,房地产开发/经纪/中介,1-3年,深圳市国浩土地房地产资产评估咨询有限公司,8K-15K,深圳,绩效奖金带薪年假节日福利周末双休
项目助理,民营,20-99人,2019-09-20 14:18:09,大专,房地产开发/经纪/中介,不限,深圳市国浩土地房地产资产评估咨询有限公司,4K-6K,深圳,绩效奖金带薪年假节日福利周末双休
房地产估价师,股份制企业,20-99人,2019-09-05 20:19:05,大专,房地产开发/经纪/中介,不限,山东中安土地房地产资产评估测绘有限公司,6K-8K,济南,五险一金绩效奖金餐补交通补助通讯补助
房地产估价员,股份制企业,20-99人,2019-09-10 09:43:08,学历不限,房地产开发/经纪/中介,不限,山东中安土地房地产资产评估测绘有限公司,2K-4K,济南,五险一金绩效奖金交通补助餐补员工旅游
拆迁评估经理助理/估价师助理（双休）,其它,20人以下,2019-09-20 11:08:03,大专,行政/后勤/文秘,1-3年,深圳市乐居行资产评估土地房地产估价顾问有限公司,5K-8K,深圳-罗湖区,五险一金年底双薪绩效奖金带薪年假周末双休
部门经理,民营,20-99人,2019-09-20 14:18:09,本科,房地产开发/经纪/中介,5-10年,深圳市国浩土地房地产资产评估咨询有限公司,15K-20K,深圳-福田区,五险一金带薪年假节日福利员工旅游全勤奖
惠州乐有家 给你一个不迷茫的人生 ,民营,10000人以上,2019-09-11 10:36:28,大专,销售业务,不限,深圳市乐有家控股集团有限公司,6K-8K,惠州-大亚湾区,五险一金绩效奖金带薪年假通讯补助员工旅游
总工程师地产,民营,500-999人,2019-07-03 23:23:44,本科,生产管理/运营,5-10年,源盛城发房地产开发集团有限公司,15K-25K,保定-新市区,五险一金绩效奖金通讯补助带薪年假定期体检
开发报建专员/主管,股份制企业,100-499人,2019-07-18 10:25:49,大专,房地产开发/经纪/中介,3-5年,河南星联置地集团有限公司,6K-8K,郑州,五险一金周末双休餐补通讯补助定期体检
计划运营经理,民营,1000-9999人,2019-09-16 08:30:02,本科,房地产开发/经纪/中介,5-10年,青岛天泰房地产开发股份有限公司,15K-20K,青岛,年底双薪五险一金交通补助定期体检员工旅游
开发报建经理,股份制企业,100-499人,2019-07-18 10:26:03,大专,房地产开发/经纪/中介,5-10年,河南星联置地集团有限公司,10K-15K,郑州-郑东新区 ,五险一金餐补带薪年假补充医疗保险定期体检
安装经理/主管（代建板块）(J10628),民营,500-999人,2019-09-17 08:27:37,本科,房地产开发/经纪/中介,3-5年,德信地产集团有限公司,15K-20K,杭州,五险一金绩效奖金年终分红交通补助餐补
企管部部长,国企,100-499人,2019-09-19 00:50:19,本科,其他,5-10年,江西省水投生态资源开发集团有限公司,10K-15K,南昌,
无责任底薪高收入高提成,民营,10000人以上,2019-09-20 10:47:22,学历不限,销售管理,不限,深圳市乐有家控股集团有限公司,4K-6K,惠州-大亚湾区,五险一金绩效奖金餐补交通补助带薪年假
开发总监,外商独资,100-499人,2019-07-19 13:39:49,大专,房地产开发/经纪/中介,5-10年,北京鼎峰地产投资顾问有限公司,20K-25K,烟台,五险一金餐补通讯补助带薪年假补充医疗保险
项目总（岳阳）,民营,1000-9999人,2019-09-09 10:58:30,本科,房地产开发/经纪/中介,10年以上,广州实地房地产开发有限公司,70K-100K,岳阳,五险一金绩效奖金通讯补助带薪年假定期体检
外派财务,民营,100-499人,2019-09-20 12:33:02,本科,财务/审计/税务,1-3年,天津信和坊德企业管理咨询有限公司,4K-6K,天津,五险一金绩效奖金包住
外事主任（深圳）,外商独资,1000-9999人,2019-09-20 10:47:43,大专,房地产开发/经纪/中介,1-3年,恒基兆业地产集团,8K-12K,深圳,五险一金绩效奖金带薪年假补充医疗保险定期体检
销售顾问,民营,10000人以上,2019-09-20 09:34:19,大专,房地产开发/经纪/中介,1-3年,广东碧桂园房地产信息咨询有限公司,薪资面议,成都-武侯区,五险一金绩效奖金交通补助带薪年假定期体检
报批报建经理,民营,500-999人,2019-09-20 10:28:44,本科,房地产开发/经纪/中介,5-10年,青岛崂山区东盛置业有限公司,10K-15K,青岛,
地产事业中心总经理,民营,1000-9999人,2019-08-21 14:15:57,本科,高级管理,10年以上,佳龙投资集团有限公司,70K-100K,北京,五险一金包吃周末双休公司重点项目大牛带队
土建经理/副经理,股份制企业,1000-9999人,2019-09-20 09:28:39,本科,房地产开发/经纪/中介,5-10年,郑州蓝光和骏置业有限责任公司,15K-20K,驻马店-确山县,节日福利生日福利五险一金弹性工作项目奖金
计划运营主管,上市公司,10000人以上,2019-09-16 11:25:32,本科,房地产开发/经纪/中介,3-5年,广东奥园商业地产集团有限公司,8K-10K,北京-密云县,五险一金绩效奖金包吃包住交通补助
土建经理/主管（代建板块）(J10622),民营,500-999人,2019-09-18 17:05:22,本科,房地产开发/经纪/中介,3-5年,德信地产集团有限公司,15K-20K,杭州,五险一金绩效奖金年终分红交通补助餐补
客户营销总监,民营,500-999人,2019-09-20 08:23:05,大专,房地产开发/经纪/中介,5-10年,徐辉设计股份有限公司,10K-20K,郑州-郑东新区 ,五险一金全勤奖带薪年假定期体检员工旅游
物业市场拓展经理丨潍坊,民营,1000-9999人,2019-09-20 09:08:10,大专,物业管理,5-10年,上海永升物业管理有限公司,8K-12K,潍坊-潍城区,带薪年假高温补贴全勤奖通讯补助绩效奖金
安装工程主管(J11056),民营,500-999人,2019-09-16 13:28:58,本科,土木/建筑/装修/市政工程,3-5年,德信地产集团有限公司,15K-20K,宁波-江北区,五险一金补充医疗保险节日福利带薪年假餐补
土建工程师（台州）,民营,500-999人,2019-09-03 14:55:43,本科,土木/建筑/装修/市政工程,3-5年,德信地产集团有限公司,10K-15K,台州-玉环县,五险一金绩效奖金交通补助餐补通讯补助
下属企业总经理/副总经理,国企,500-999人,2019-09-19 00:52:08,本科,高级管理,10年以上,赣州市国有资产投资集团有限公司,15K-25K,赣州,
房地产估价助理/土地估价助理/资产评估助理,民营,20-99人,2019-08-29 08:57:57,本科,房地产开发/经纪/中介,不限,陕西建业房地产估价有限公司,2.5K-3.5K,西安,周末双休年底双薪加班补助餐补带薪年假
土建主管（武汉公司）(J10213),民营,500-999人,2019-09-05 15:24:14,大专,土木/建筑/装修/市政工程,3-5年,德信地产集团有限公司,10K-15K,武汉-江岸区,五险一金绩效奖金年终分红交通补助餐补
物业品质经理,民营,500-999人,2019-09-09 16:24:15,大专,物业管理,5-10年,上海红星美凯龙置业有限公司,15K-20K,上海-闵行区,五险一金餐补定期体检带薪年假通讯补助
估价师（房地产）,民营,20-99人,2019-08-19 16:42:46,大专,房地产开发/经纪/中介,3-5年,深圳市绿洲网络科技有限公司,15K-20K,深圳,创业公司五险一金周末双休餐补弹性工作
地产集团总裁,不限,20人以下,2019-08-03 14:45:13,本科,高级管理,10年以上,北京东方伟睿管理咨询有限公司,70K-100K,北京,
品质经理,民营,1000-9999人,2019-09-10 09:25:05,大专,物业管理,5-10年,上海永升物业管理有限公司,8K-10K,天津-河东区,五险一金带薪年假采暖补贴全勤奖包住
项目总经理（济南及周边城市）,上市公司,10000人以上,2019-09-03 09:43:42,本科,项目管理/项目协调,5-10年,济南天鸿永天房地产开发有限公司,30K-50K,济南,五险一金餐补通讯补助带薪年假节日福利
战略管理岗,国企,1000-9999人,2019-09-09 17:11:46,本科,房地产开发/经纪/中介,5-10年,北京首都开发股份有限公司,15K-20K,北京,国企平台五险二金补充医疗保险带薪年假采暖补贴
土建工程师,民营,500-999人,2019-09-19 17:14:39,大专,土木/建筑/装修/市政工程,1-3年,德信地产集团有限公司,8K-10K,台州-玉环县,五险一金绩效奖金加班补助交通补助餐补
投资经理,上市公司,10000人以上,2019-08-27 17:27:06,本科,房地产开发/经纪/中介,不限,佳兆业集团控股有限公司,10K-15K,沈阳-沈河区,五险一金绩效奖金交通补助采暖补贴带薪年假
工程资料管理员/主管,上市公司,10000人以上,2019-09-09 11:43:18,大专,土木/建筑/装修/市政工程,3-5年,碧桂园控股,薪资面议,茂名-茂南区,绩效奖金周末双休定期团建五险一金房补
项目成本经理（舟山）,民营,100-499人,2019-08-23 16:10:42,本科,房地产开发/经纪/中介,3-5年,旭辉集团股份有限公司,15K-20K,舟山,五险一金交通补助定期体检公司重点项目餐补
开发专员,股份制企业,1000-9999人,2019-07-03 23:11:29,学历不限,房地产开发/经纪/中介,不限,荣盛房地产发展股份有限公司邯郸分公司,4K-6K,邯郸,五险一金年底双薪绩效奖金餐补带薪年假
土地拓展经理,民营,100-499人,2019-09-11 15:21:56,大专,房地产开发/经纪/中介,5-10年,临沂阜丰房地产开发有限公司,10K-15K,临沂,五险一金绩效奖金交通补助包住餐补
高级投资经理（康养项目）,外商独资,1000-9999人,2019-09-18 09:36:02,本科,项目管理/项目协调,10年以上,融侨集团股份有限公司,15K-20K,天津,五险一金绩效奖金通讯补助带薪年假定期体检
开发报建主管（西双版纳）,民营,100-499人,2019-08-12 15:27:31,大专,房地产开发/经纪/中介,3-5年,四川鑫龙实业发展有限公司,8K-10K,西双版纳,节日福利五险一金定期体检餐补带薪年假
开发报建主管（西双版纳）,民营,100-499人,2019-08-12 15:27:31,大专,房地产开发/经纪/中介,3-5年,四川鑫龙实业发展有限公司,8K-10K,成都,节日福利五险一金定期体检餐补带薪年假
前期开发经理（烟台市区）,外商独资,100-499人,2019-07-04 11:31:14,本科,房地产开发/经纪/中介,5-10年,莱州鼎峰瑞华置业有限公司,10K-15K,烟台-芝罘区,五险一金房补包吃通讯补助带薪年假
置业顾问（余姚）,上市公司,20-99人,2019-09-16 12:05:18,大专,房地产开发/经纪/中介,不限,江苏中南建设集团股份有限公司,4K-6K,宁波-余姚市,五险一金补充医疗保险定期体检带薪年假绩效奖金
会晤接待员,国企,100-499人,2019-09-17 16:41:40,中专,物业管理,1年以下,云南建投房地产开发经营有限公司,2K-4K,昆明,五险绩效奖金包吃
泰安项目置业顾问岗,上市公司,20-99人,2019-09-16 10:39:40,大专,房地产开发/经纪/中介,1-3年,江苏中南建设集团股份有限公司,8K-10K,泰安,五险一金通讯补助
物业工程经理,国企,100-499人,2019-09-17 16:49:35,大专,物业管理,3-5年,云南建投房地产开发经营有限公司,6K-8K,昆明,五险绩效奖金包吃
营销策划,民营,1000-9999人,2019-09-03 09:48:49,本科,房地产开发/经纪/中介,5-10年,万科企业股份有限公司,8K-10K,柳州-柳北区,五险一金年终分红交通补助通讯补助带薪年假
土地规划师（部门 /项目经理、技术骨干）,民营,100-499人,2019-09-20 08:36:36,本科,项目管理/项目协调,3-5年,江苏博文五行土地信息产业有限公司,8K-16K,南京,高温补贴带薪年假
法务管理,国企,1000-9999人,2019-09-10 12:30:14,本科,律师/法务/合规,5-10年,北京首都开发股份有限公司,15K-20K,北京,五险一金绩效奖金交通补助定期体检补充医疗保险
土地规划/土地整治工程师,民营,100-499人,2019-09-20 08:36:35,本科,项目管理/项目协调,1-3年,江苏博文五行土地信息产业有限公司,6K-10K,南京,带薪年假
项目成本经理,民营,1000-9999人,2019-09-18 08:46:22,本科,土木/建筑/装修/市政工程,5-10年,郑州浩创房地产开发有限公司,15K-20K,泸州,
物业项目经理,外商独资,1000-9999人,2019-09-16 10:05:39,本科,物业管理,5-10年,佳兆业物业管理有限公司,8K-10K,长沙-长沙县,五险一金年底双薪绩效奖金包住带薪年假
辽宁区域公司-市场发展经理(3821),民营,1000-9999人,2019-09-05 16:40:03,大专,市场,不限,上海永升物业管理有限公司,10K-15K,沈阳,创业公司周末双休五险一金节日福利
营销管理中心总经理/营销策划总监,民营,1000-9999人,2019-09-16 09:35:01,本科,高级管理,5-10年,上海先升品牌管理中心,83K-108K,北京,绩效奖金五险一金年底双薪餐补房补
碧桂园市场拓展经理,民营,10000人以上,2019-09-04 15:18:47,大专,物业管理,1-3年,太原君碧房地产开发有限公司,薪资面议,太原-小店区,高温补贴五险一金年终分红包吃包住
投资发展总监/副总监,国企,500-999人,2019-09-09 08:40:58,本科,证券/期货/投资管理/服务,10年以上,绿地集团济南绿鲁置业有限公司,20K-30K,济南,
品质主管（片区）,民营,1000-9999人,2019-09-09 09:34:39,大专,物业管理,3-5年,上海永升物业管理有限公司,8K-10K,长沙,五险一金餐补通讯补助带薪年假包住
报建经理--开封,股份制企业,1000-9999人,2019-09-19 11:08:58,大专,房地产开发/经纪/中介,5-10年,郑州蓝光和骏置业有限责任公司,15K-20K,开封-金明区,五险一金餐补通讯补助节日福利交通补助
项目总经理,上市公司,10000人以上,2019-08-23 09:22:13,本科,高级管理,5-10年,济南天鸿永天房地产开发有限公司,50K-70K,济南,五险一金餐补通讯补助带薪年假节日福利
人才储备,国企,100-499人,2019-09-16 09:52:54,大专,人力资源,1-3年,北京市京才实业开发总公司,4K-8K,北京,五险一金加班补助带薪年假餐补定期体检
工程质量员,不限,20-99人,2019-09-02 09:16:17,大专,质量管理/安全防护,不限,沧州一方房地产开发有限公司,3.5K-4.5K,沧州,
央企租售中心高薪招经纪人（北站板块）,国企,500-999人,2019-09-12 10:21:17,大专,房地产开发/经纪/中介,不限,保利爱家房地产经纪有限公司,6K-8K,沈阳,五险一金年底双薪绩效奖金每年多次调薪节日福利
前期报建工程师,国企,500-999人,2019-09-16 09:10:49,本科,房地产开发/经纪/中介,5-10年,绿地集团济南绿鲁置业有限公司,6K-8K,济南,
市场研究负责人,民营,1000-9999人,2019-09-16 09:44:02,本科,销售管理,10年以上,上海先升品牌管理中心,50K-100K,北京,绩效奖金五险一金年底双薪餐补房补
片区营销负责人,股份制企业,100-499人,2019-09-09 13:36:21,本科,销售管理,5-10年,烟台万科企业有限公司,20K-40K,烟台,五险一金绩效奖金交通补助通讯补助带薪年假
报建经理,股份制企业,1000-9999人,2019-09-19 11:08:58,本科,房地产开发/经纪/中介,1-3年,郑州蓝光和骏置业有限责任公司,15K-20K,郑州-金水区,五险一金绩效奖金餐补交通补助通讯补助
区域运营助理总,上市公司,1000-9999人,2019-09-09 09:54:05,大专,物业管理,5-10年,上海世茂投资管理有限公司,15K-20K,厦门-湖里区,全勤奖五险一金绩效奖金餐补通讯补助
聊城城市公司前期配套经理,国企,500-999人,2019-09-16 09:33:29,本科,房地产开发/经纪/中介,5-10年,绿地集团济南绿鲁置业有限公司,10K-15K,聊城,五险一金绩效奖金年终分红餐补交通补助
运营主管（财务主管）,上市公司,1000-9999人,2019-09-12 16:31:55,大专,财务/审计/税务,3-5年,上海世茂投资管理有限公司,5.5K-6.5K,厦门-湖里区,五险一金绩效奖金通讯补助带薪年假包住
土建经理,股份制企业,1000-9999人,2019-09-04 09:16:28,大专,土木/建筑/装修/市政工程,3-5年,郑州蓝光和骏置业有限责任公司,15K-20K,开封-金明区,五险一金绩效奖金餐补交通补助通讯补助
土建经理,股份制企业,1000-9999人,2019-09-09 17:21:58,大专,土木/建筑/装修/市政工程,3-5年,郑州蓝光和骏置业有限责任公司,20K-30K,洛阳-洛龙区,五险一金餐补通讯补助节日福利交通补助
计划运营岗,国企,1000-9999人,2019-08-30 10:39:56,本科,房地产开发/经纪/中介,3-5年,华润置地(成都)发展有限公司,薪资面议,成都,五险一金绩效奖金全勤奖交通补助餐补
报建经理（漯河）,股份制企业,1000-9999人,2019-09-19 11:08:59,大专,房地产开发/经纪/中介,1-3年,郑州蓝光和骏置业有限责任公司,20K-30K,漯河-郾城区,绩效奖金社会保险完善晋升机制五险一金餐补
酒店礼宾员,民营,500-999人,2019-09-16 11:47:05,中专,商超/酒店/娱乐管理/服务,不限,青州泰华城房地产开发经营有限公司,3K-5K,潍坊-青州市,五险一金包住带薪年假免费班车节日福利
报建经理,股份制企业,1000-9999人,2019-09-19 11:08:58,本科,房地产开发/经纪/中介,3-5年,郑州蓝光和骏置业有限责任公司,15K-20K,信阳-平桥区,五险一金绩效奖金餐补交通补助通讯补助
土地竞拍专员,国企,1000-9999人,2019-09-02 08:28:28,本科,房地产开发/经纪/中介,3-5年,福州市建设发展集团有限公司,6K-10K,福州,五险一金高温补贴节日福利定期体检带薪年假
销售策划岗(J13260),国企,10000人以上,2019-09-02 11:13:22,本科,房地产开发/经纪/中介,5-10年,招商局蛇口工业区控股股份有限公司,15K-20K,深圳,五险一金通讯补助带薪年假定期体检节日福利
成本部经理（南充阆中）,国企,1000-9999人,2019-09-19 11:51:49,本科,土木/建筑/装修/市政工程,5-10年,北京天恒置业集团有限公司,8K-13K,成都,绩效奖金餐补五险一金交通补助通讯补助
活动策划专员,合资,100-499人,2019-09-13 20:03:02,大专,市场,1-3年,河南嘎嘎食品有限公司,4K-6K,郑州,绩效奖金包住员工旅游节日福利加班补助
保利大都会招聘二手经纪人,国企,500-999人,2019-09-09 11:21:20,大专,房地产开发/经纪/中介,无经验,保利爱家房地产经纪有限公司,6K-8K,沈阳-皇姑区,绩效奖金每年多次调薪节日福利带薪年假员工旅游
运营管理经理,国企,10000人以上,2019-09-19 18:45:03,本科,房地产开发/经纪/中介,3-5年,广州珠江实业集团有限公司,15K-20K,广州-越秀区,五险一金绩效奖金带薪年假通讯补助定期体检
会计,不限,20-99人,2019-08-28 00:50:33,大专,财务/审计/税务,1-3年,沧州一方房地产开发有限公司,3K-3.5K,沧州,
投资拓展岗,国企,500-999人,2019-08-27 11:05:53,本科,证券/期货/投资管理/服务,3-5年,中交海洋投资控股有限公司,15K-20K,三亚,五险一金包吃交通补助通讯补助带薪年假
物业公司总经理,民营,1000-9999人,2019-09-03 16:34:35,大专,高级管理,10年以上,深圳市卓越物业管理股份有限公司,22K-30K,杭州,五险一金年底双薪绩效奖金周末双休交通补助
成本部经理（南充阆中）,国企,1000-9999人,2019-09-19 11:51:49,本科,土木/建筑/装修/市政工程,5-10年,北京天恒置业集团有限公司,8K-13K,南充,绩效奖金餐补五险一金交通补助通讯补助
营销管理中心副总经理,民营,500-999人,2019-09-18 08:54:38,本科,市场,5-10年,河北润江集团,15K-25K,石家庄,14薪五险一金
保利租售中心保利大都会门店高薪招聘销售,国企,500-999人,2019-09-09 11:21:18,大专,销售业务,不限,保利爱家房地产经纪有限公司,8K-10K,沈阳,五险一金年底双薪绩效奖金每年多次调薪节日福利
置业顾问,股份制企业,100-499人,2019-09-15 13:29:29,大专,房地产开发/经纪/中介,不限,阳光新天地投资集团,3K-4K,青岛-黄岛区（新行政区）,五险一金包住交通补助餐补通讯补助
评估助理,合资,100-499人,2019-09-12 17:02:14,大专,房地产开发/经纪/中介,不限,深圳市融泽源资产评估土地房地产估价有限公司,5K-7K,深圳,员工旅游节日福利周末双休五险一金带薪年假
集团工程总监,国企,100-499人,2019-09-19 08:38:49,本科,土木/建筑/装修/市政工程,10年以上,中农联控股有限公司,30K-50K,北京,五险一金绩效奖金餐补带薪年假定期体检
旅游运营总监,国企,100-499人,2019-09-11 16:43:30,本科,高级管理,5-10年,云南建投房地产开发经营有限公司,15K-20K,昆明-西山区,五险一金绩效奖金通讯补助定期体检带薪年假
安装工程师（水暖）,民营,500-999人,2019-09-18 00:50:15,学历不限,房地产开发/经纪/中介,3-5年,青州泰华城房地产开发经营有限公司,6K-8K,潍坊-青州市,五险一金包住带薪年假免费班车节日福利
土建工程师,民营,500-999人,2019-09-18 00:50:15,学历不限,房地产开发/经纪/中介,3-5年,青州泰华城房地产开发经营有限公司,6K-8K,潍坊-青州市,五险一金包住带薪年假免费班车节日福利
财务经理,民营,20人以下,2019-09-17 00:50:07,大专,财务/审计/税务,3-5年,北京君合恒安风险管理顾问有限公司,10K-15K,北京,五险一金绩效奖金股票期权房补项目奖金
财务专员,民营,20-99人,2019-09-04 09:47:03,大专,财务/审计/税务,不限,北京信和坊德投资管理有限公司,6.5K-7.5K,天津-和平区,年底双薪绩效奖金员工旅游高温补贴节日福利
营销总监,国企,100-499人,2019-09-11 16:43:30,学历不限,销售管理,5-10年,云南建投房地产开发经营有限公司,15K-20K,昆明,五险一金餐补交通补助通讯补助绩效奖金
房地产经纪人/无责底薪3000/地铁沿线,民营,1000-9999人,2019-09-20 14:21:33,大专,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,3K-3K,成都,
房地产销售/置业顾问,民营,1000-9999人,2019-09-20 14:21:15,本科,房地产开发/经纪/中介,1-3年,贝壳找房(北京)科技有限公司,3.1K-6K,成都,
房地产经纪人,民营,20人以下,2019-09-20 14:20:49,学历不限,房地产开发/经纪/中介,不限,甘肃乾景欣房产经纪有限公司,4K-6K,兰州,五险一金全勤奖通讯补助交通补助每年多次调薪
贝壳诚聘一手房房地产销售/无责底薪,民营,1000-9999人,2019-09-20 14:19:21,大专,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,2.5K-2.5K,合肥,
房地产经纪人/无责底薪3000/地铁沿线,民营,1000-9999人,2019-09-20 14:16:24,大专,房地产开发/经纪/中介,1-3年,贝壳找房(北京)科技有限公司,3K-3K,深圳,
吉家地产总部招房产销售 包住宿,民营,500-999人,2019-09-20 14:16:03,中专,房地产开发/经纪/中介,不限,武汉吉家房地产经纪服务有限公司五里新村分公司,10K-15K,武汉,五险一金年底双薪绩效奖金年终分红包住
房地产置业顾问 新房 售楼处,民营,1000-9999人,2019-09-20 14:15:39,学历不限,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,2.5K-3K,深圳,
销售顾问（链家地产）,民营,1000-9999人,2019-09-20 14:07:40,大专,房地产开发/经纪/中介,不限,沈阳链家宝业房地产经纪有限公司,6K-10K,沈阳,绩效奖金五险一金弹性工作员工旅游节日福利
贝壳找房平台招聘房地产经纪人 销售顾问,民营,1000-9999人,2019-09-20 14:09:32,本科,房地产开发/经纪/中介,1-3年,贝壳找房(北京)科技有限公司,2.5K-2.5K,深圳,
置业顾问/商业地产顾问（红牌楼）,民营,100-499人,2019-09-20 14:10:01,大专,房地产开发/经纪/中介,1年以下,成都天晨联行房地产营销策划有限公司,70K-100K,成都,五险一金带薪年假节日福利不加班弹性工作
房产中介+无责任底薪+鸠江区+五险+应届生,民营,20人以下,2019-09-20 00:50:13,中专,房地产开发/经纪/中介,不限,芜湖布鲁房产经纪有限公司,8K-10K,芜湖,绩效奖金五险单休节日福利
贝壳诚聘一手房房地产销售/无责底薪3k,民营,1000-9999人,2019-09-20 14:05:27,大专,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,2.5K-2.5K,成都,
贝壳诚聘房房地产销售/无责底薪3k,民营,1000-9999人,2019-09-20 14:01:19,大专,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,2.5K-2.5K,武汉,
链家地产/销售代表/底薪7K起/月薪上万/师傅带教,股份制企业,10000人以上,2019-09-20 14:10:19,大专,房地产开发/经纪/中介,不限,深圳链家房地产经纪有限公司,7K-14K,深圳-龙岗区,五险一金定期团建大牛带队弹性工作员工旅游
房产经纪人+房产销售+无需经验+高薪,民营,20-99人,2019-09-20 00:52:15,学历不限,房地产开发/经纪/中介,不限,广州市中都房地产中介有限公司,8K-10K,广州-增城区,绩效奖金年终分红弹性工作员工旅游节日福利
房地产销售/置业顾问,民营,1000-9999人,2019-09-20 14:11:06,本科,房地产开发/经纪/中介,1-3年,贝壳找房(北京)科技有限公司,3.1K-6K,深圳,
房地产销售/底薪5000+提成/全深圳分配/提供住宿,股份制企业,10000人以上,2019-09-20 14:22:34,学历不限,房地产开发/经纪/中介,不限,深圳链家房地产经纪有限公司,6K-12K,深圳-南山区,五险一金定期团建大牛带队弹性工作员工旅游
房地产销售经理/无责底薪9K起+五险一金,民营,1000-9999人,2019-09-20 14:13:20,本科,房地产开发/经纪/中介,1-3年,贝壳找房(北京)科技有限公司,9K-9K,深圳,
地产中介销售 || 包住（上海青浦西区）,合资,100-499人,2019-09-20 14:20:02,学历不限,房地产开发/经纪/中介,不限,库房无忧,8K-15K,上海-青浦区,绩效奖金年终分红股票期权交通补助弹性工作
房地产销售/房产经纪人/房产中介,民营,1000-9999人,2019-09-20 14:19:11,高中,房地产开发/经纪/中介,不限,辽宁贝壳房地产经纪有限公司,6K-8K,沈阳-铁西区,五险一金弹性工作定期团建绩效奖金节日福利
商业地产写字楼置业顾问,上市公司,10000人以上,2019-09-20 12:51:33,大专,房地产开发/经纪/中介,1-3年,深圳市世华房地产投资顾问有限公司大庆分公司,6K-8K,深圳,五险一金绩效奖金不加班项目奖金
房地产置业顾问 新房 售楼处,民营,1000-9999人,2019-09-20 14:07:17,大专,房地产开发/经纪/中介,不限,贝壳找房(北京)科技有限公司,4K-8K,成都,
销售代表/链家/底薪+高提成/房产中介,其它,20-99人,2019-09-20 09:34:11,大专,房地产开发/经纪/中介,不限,链家地产（金色港湾店）,6K-8K,郑州,每年多次调薪绩效奖金项目奖金住房补贴带薪年假
众仁地产蓝色港湾店房地产经纪人,民营,20-99人,2019-09-20 14:02:20,学历不限,房地产开发/经纪/中介,不限,吉林省众仁房地产经纪有限公司,15K-20K,长春,年终分红带薪年假节日福利定期团建出国游
众仁地产万科蓝山店房地产经纪人,民营,20-99人,2019-09-20 14:20:17,学历不限,房地产开发/经纪/中介,不限,吉林省众仁房地产经纪有限公司,15K-20K,长春,年终分红带薪年假节日福利定期团建创业公司
龙湖物业地产销售,民营,100-499人,2019-09-20 12:48:01,大专,房地产开发/经纪/中介,不限,享分期网络科技有限公司,8K-10K,成都-青羊区,五险一金交通补助
高新诚聘房产中介经纪人,民营,20-99人,2019-09-20 14:02:17,学历不限,房地产开发/经纪/中介,1-3年,沈阳市和平区亨家房产信息咨询服务部,4K-8K,沈阳,绩效奖金弹性工作全勤奖员工旅游定期团建
龙湖物业地产销售,民营,100-499人,2019-09-20 12:42:02,大专,房地产开发/经纪/中介,不限,享分期网络科技有限公司,8K-10K,成都-高新区,五险一金交通补助
龙湖物业地产销售,民营,100-499人,2019-09-20 12:41:03,大专,房地产开发/经纪/中介,不限,享分期网络科技有限公司,8K-10K,成都-天府新区,五险一金交通补助
龙湖物业地产销售,民营,100-499人,2019-09-20 12:39:02,大专,房地产开发/经纪/中介,不限,享分期网络科技有限公司,8K-10K,成都,五险一金交通补助
龙湖物业地产销售,民营,100-499人,2019-09-20 12:38:02,大专,房地产开发/经纪/中介,不限,享分期网络科技有限公司,8K-10K,成都-金牛区,五险一金交通补助
高薪诚聘商业地产经纪人【五险+法定节假日正常休息】,民营,20-99人,2019-09-20 12:34:18,学历不限,房地产开发/经纪/中介,不限,沈阳联宇房地产经纪有限公司,8K-10K,沈阳,弹性工作餐补交通补助绩效奖金年终分红
商业房产中介【五险】,民营,20-99人,2019-09-20 12:34:18,学历不限,房地产开发/经纪/中介,不限,沈阳联宇房地产经纪有限公司,4K-8K,沈阳,弹性工作餐补交通补助绩效奖金年终分红
高薪诚聘商业地产经纪人,民营,20-99人,2019-09-20 12:34:18,学历不限,房地产开发/经纪/中介,1年以下,沈阳联宇房地产经纪有限公司,6K-8K,沈阳-沈河区,通讯补助全勤奖餐补交通补助节日福利
中介（房产）,民营,20人以下,2019-09-20 14:19:21,中专,房地产开发/经纪/中介,不限,太原中大伟业房地产经纪有限公司,6K-8K,太原,绩效奖金员工旅游
房地产销售,民营,500-999人,2019-09-20 09:14:00,中专,房地产开发/经纪/中介,不限,广西南宁正和兴房地产经纪有限公司瀚林雅筑营业厅,6K-8K,南宁,员工旅游节日福利弹性工作绩效奖金全勤奖
房地产经纪人/房地产销售（月薪过万+六险）,民营,1000-9999人,2019-09-20 10:46:31,大专,房地产开发/经纪/中介,不限,麦田房产,10K-15K,北京,绩效奖金带薪年假弹性工作定期体检员工旅游
【贝壳总部】链家地产店长/销售经理/商圈经理/店经理/区域经理,民营,1000-9999人,2019-09-20 13:24:28,大专,房地产开发/经纪/中介,3-5年,河南链家房地产经纪有限公司32,15K-30K,郑州,年底双薪绩效奖金包住带薪年假弹性工作
