职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
FESCO代某股份制银行招聘派遣柜员-门头沟区 ,国企,500-999人,2019-09-20 09:24:30,大专,银行,不限,北京外企人力资源服务有限公司,6K-8K,北京-门头沟区,五险一金带薪年假补充医疗保险节日福利
某银行公积金柜员可转编制（南山前海）,民营,10000人以上,2019-09-20 10:00:11,本科,银行,不限,银雁科技服务集团股份有限公司,4K-6K,深圳-南山区,五险一金
平安银行综合服务柜员（4K-6k）,上市公司,10000人以上,2019-09-18 11:40:52,大专,银行,1-3年,中国平安人寿保险股份有限公司河南分公司发展国际营业部,8K-10K,郑州,五险一金绩效奖金年终分红带薪年假补充医疗保险
客服专员（似银行柜员六险+周末双休）,民营,10000人以上,2019-09-19 16:41:54,本科,行政/后勤/文秘,不限,宜信普惠信息咨询(北京)有限公司,4K-6.5K,长沙-雨花区,五险一金绩效奖金带薪年假定期体检节日福利
银行纯客服/线上柜员+4千116,民营,20-99人,2019-09-19 18:06:29,大专,客服/售前/售后技术支持,不限,合肥友惠企业咨询服务有限公司,4K-6K,成都-天府新区,五险一金全勤奖加班补助餐补年底双薪
银行公积金柜员岗（南山前海）,民营,10000人以上,2019-09-20 10:00:03,本科,银行,不限,银雁科技服务集团股份有限公司,6K-8K,深圳-南山区,五险一金绩效奖金带薪年假员工旅游节日福利
银行运营柜员-三亚/海口,民营,500-999人,2019-09-04 11:05:14,本科,银行,1-3年,民生电商控股(深圳)有限公司,5K-10K,三亚,带薪年假五险一金餐补节日福利高温补贴
民生银行会计柜员,民营,500-999人,2019-09-11 09:42:47,大专,银行,不限,民生电商控股(深圳)有限公司,3.5K-5K,青岛-胶州市,带薪年假绩效奖金五险一金补充医疗保险
新乡村镇银行大堂经理柜员岗位,民营,1000-9999人,2019-09-03 17:23:51,大专,银行,不限,河南圆方人力资源管理有限公司,2K-4K,新乡-新乡县,五险一金节日福利绩效奖金加班补助
银行柜员,民营,500-999人,2019-08-20 09:26:54,本科,银行,不限,民生电商控股(深圳)有限公司,3K-6K,哈尔滨-道里区,包吃带薪年假绩效奖金定期体检健身俱乐部
银行柜员,民营,500-999人,2019-09-09 14:12:34,本科,银行,不限,辽宁银雁技术服务有限公司,2K-4K,鞍山,五险一金周末双休节日福利绩效奖金
银行移动柜员,股份制企业,不限,2019-09-12 11:06:06,学历不限,银行,不限,中国平安人寿保险股份有限公司内蒙古分公司呼和浩特市锡林南路营销服务部创新部,6K-8K,呼和浩特,全勤奖绩效奖金周末双休
邮储银行金融柜员,国企,100-499人,2019-08-26 16:41:28,本科,银行,不限,中国邮政集团公司福州市长乐区分公司,4K-8K,福州,五险一金绩效奖金带薪年假高温补贴项目奖金
银行柜员,民营,1000-9999人,2019-09-18 09:34:35,大专,银行,不限,广州市金富通金融企业服务有限公司,5K-5.5K,广州,五险一金带薪年假定期体检高温补贴节日福利
银行综合柜员,股份制企业,500-999人,2019-08-22 08:50:27,大专,银行,不限,郑州银雁金融配套服务有限公司信阳分公司,2K-4K,驻马店-新蔡县,绩效奖金不加班补充医疗保险节日福利高温补贴
延津县某银行柜员,股份制企业,500-999人,2019-09-19 09:14:23,大专,银行,无经验,郑州银雁金融配套服务有限公司,2K-4K,新乡,绩效奖金全勤奖节日福利通讯补助五险一金
浙商银行深圳坪山支行 综合柜员,国企,10000人以上,2019-07-04 18:27:25,本科,银行,3-5年,浙商银行股份有限公司深圳分行,8K-10K,深圳,周末双休五险一金绩效奖金节日福利带薪年假
某银行柜员招聘,股份制企业,20-99人,2019-09-16 09:53:22,大专,银行,不限,重庆奇诺人力资源管理有限公司,4K-6K,重庆,五险一金年底双薪绩效奖金年终分红带薪年假
银行柜员（就近安排+五险一金）(J12072),民营,1000-9999人,2019-09-18 09:17:15,本科,银行,不限,安徽银雁金融外包服务有限公司,2K-4K,淮南,节日福利定期团建五险一金
银行柜员/现金业务岗,国企,100-499人,2019-09-05 08:32:40,大专,银行,不限,陕西银杰金融信息服务有限公司,4K-6K,西安,五险一金绩效奖金带薪年假节日福利
银行柜员,民营,1000-9999人,2019-09-09 10:14:27,大专,银行,1-3年,信雅达(杭州)计算机服务有限公司,6K-8K,青岛-市南区,节日福利周末双休五险一金加班补助全勤奖
银行柜员,民营,100-499人,2019-09-09 08:51:35,大专,银行,不限,承德通达中等专业学校,2K-4K,北京,五险一金加班补助全勤奖餐补房补
银行柜员,民营,100-499人,2019-09-15 11:31:53,大专,银行,不限,重庆志烨实业股份有限公司,4K-6K,重庆,五险一金
银行柜员,民营,100-499人,2019-09-09 08:51:35,大专,银行,不限,承德通达中等专业学校,2K-4K,承德,五险一金加班补助全勤奖餐补房补
银行柜员,民营,100-499人,2019-08-30 09:19:39,大专,银行,不限,海南好思达网络科技有限公司,2K-2.8K,海口,绩效奖金带薪年假定期体检员工旅游节日福利
BK22QH-平安银行咸阳分行零售柜员,股份制企业,10000人以上,2019-08-21 19:15:29,本科,银行,1-3年,平安银行股份有限公司西安分行,4K-6K,咸阳,五险一金带薪年假节日福利补充医疗保险定期体检
银行——储备柜员（东莞）,民营,1000-9999人,2019-09-02 10:01:09,本科,银行,不限,广州市金富通金融企业服务有限公司,4K-5.5K,东莞,五险一金绩效奖金定期体检高温补贴节日福利
银行综合柜员（洛宁）(J11735),股份制企业,500-999人,2019-09-19 17:10:37,大专,银行,不限,郑州银雁金融配套服务有限公司洛阳分公司,2K-4K,洛阳-西工区,五险一金绩效奖金全勤奖定期团建
银行柜员,股份制企业,1000-9999人,2019-07-19 13:52:27,大专,银行,不限,中国平安人寿保险股份有限公司重庆市江北支公司五里店营业部人事储备部,8K-10K,重庆,五险一金年底双薪绩效奖金全勤奖采暖补贴
银行储备柜员,民营,1000-9999人,2019-09-18 09:34:38,大专,银行,不限,广州市金富通金融企业服务有限公司,3.5K-5K,广州,节日福利五险一金绩效奖金带薪年假定期体检
民生银行临时柜员兼职,民营,20-99人,2019-08-28 21:29:40,大专,兼职/临时,不限,湖北外服金财税咨询有限公司,1K以下,武汉-武昌区,节日福利六险两金包吃
银行综合柜员（新安）(J11813),股份制企业,500-999人,2019-09-17 17:25:54,大专,银行,不限,郑州银雁金融配套服务有限公司洛阳分公司,2K-4K,洛阳-新安县,绩效奖金全勤奖定期团建五险一金
哈尔滨银行综合柜员,民营,20-99人,2019-09-18 13:11:18,本科,银行,1-3年,大连永悦人力资源顾问有限公司,3K-4K,大连,五险一金
银行远程柜员+五险一金+地铁口,民营,20-99人,2019-09-19 22:18:07,大专,银行,不限,南京思迈尔教育咨询有限公司,4K-6K,南京,五险一金年底双薪绩效奖金带薪年假节日福利
哈尔滨银行综合柜员,民营,20-99人,2019-09-18 13:11:18,本科,银行,1-3年,大连永悦人力资源顾问有限公司,3K-4K,大连,五险一金
哈尔滨银行综合柜员,民营,20-99人,2019-09-18 13:11:18,本科,银行,1-3年,大连永悦人力资源顾问有限公司,3K-4K,大连,五险一金
哈尔滨银行综合柜员,民营,20-99人,2019-09-18 13:11:18,本科,银行,1-3年,大连永悦人力资源顾问有限公司,3K-4K,大连,五险一金
银行柜员,上市公司,10000人以上,2019-08-09 10:03:29,大专,银行,1年以下,中国平安人寿保险股份有限公司重庆市江北支公司优才人力管理部,6K-8K,重庆,五险一金年底双薪补充医疗保险定期体检弹性工作
柜员（湖州市区）,股份制企业,10000人以上,2019-09-20 08:36:50,本科,银行,不限,台州银行股份有限公司,薪资面议,湖州-吴兴区,六险二金带薪年假定期体检高温补贴节日福利
交通银行营销客户经理,上市公司,1000-9999人,2019-09-15 17:18:27,大专,销售业务,不限,交通银行股份有限公司太平洋信用卡中心,4K-8K,广州,弹性工作补充医疗保险带薪年假交通补助五险一金
