地区,户型,楼层高度,建筑面积/㎡,建成年代/年,装修情况,有无电梯	,挂牌价/万,成交周期/天,调价次数/次,带看次数,关注人数,浏览次数,成交价/万
东城,2室1厅1厨1卫,中楼层(共18层),46.6,1990,精装,有,500,4,0,8,20,94,497
东城,2室1厅1厨1卫,底层(共6层),64.44,1993,其他,无,690,300,1,36,94,6454,680
东城,3室1厅1厨1卫,中楼层(共6层),78.66,1988,精装,无,620,295,1,5,184,7848,610
东城,2室1厅1厨1卫,顶层(共6层),51.42,1985,简装,暂无数据,615,3,0,5,1,78,606
东城,3室1厅1厨1卫,中楼层(共5层),74.8,1979,其他,无,750,4,0,7,8,70,740
东城,1室1厅1厨1卫,顶层(共21层),36.94,1980,简装,有,310,217,1,36,123,9202,298
东城,2室1厅1厨1卫,中楼层(共6层),59.99,1994,其他,无,630,1,0,2,0,2,620
东城,3室1厅1厨1卫,中楼层(共18层),102.83,2001,其他,有,666,15,0,9,23,416,633
东城,2室1厅1厨1卫,顶层(共12层),72.48,2009,简装,有,529,291,1,86,370,6779,523.8
东城,3室2厅1厨2卫,高楼层(共6层),169.16,1996,简装,有,1499,151,0,5,28,4034,1350
东城,2室1厅1厨1卫,中楼层(共11层),82.09,2005,简装,有,589,113,1,60,37,2344,570
东城,1室1厅1厨1卫,中楼层(共11层),72.91,2002,精装,有,473,58,1,17,52,1178,472
东城,1室1厅1厨1卫,中楼层(共6层),42.78,1990,精装,无,490,170,0,7,34,2906,450
东城,4室3厅1厨3卫,高楼层(共9层),242.93,2003,简装,有,1580,61,1,13,29,1527,1500
东城,2室1厅1厨1卫,底层(共6层),79.97,2003,简装,无,860,214,1,47,24,4599,808
东城,1室1厅1厨1卫,中楼层(共6层),55.27,2003,其他,无,649,90,1,10,22,1096,620
东城,2室1厅1厨1卫,低楼层(共20层),82.95,2007,精装,有,915,285,1,169,130,4720,890
东城,2室1厅1厨1卫,低楼层(共12层),78.31,2002,精装,有,880,51,1,31,16,393,862
东城,2室1厅1厨1卫,中楼层(共6层),59.99,1994,精装,无,630,329,1,55,86,4111,618
东城,3室2厅1厨2卫,低楼层(共20层),147.91,2004,精装,有,1330,551,1,59,70,14799,1230
东城,1室1厅1厨1卫,中楼层(共14层),46.95,1992,其他,有,430,126,0,0,0,1,425
东城,1室1厅1厨1卫,低楼层(共14层),48.26,1990,精装,有,425,84,1,4,97,1958,415
东城,2室1厅1厨1卫,中楼层(共6层),57.87,1988,其他,无,503,94,1,17,22,822,496
东城,2室1厅1厨0卫,高楼层(共6层),54.81,1990,简装,暂无数据,470,63,0,31,49,1551,458
东城,3室1厅1厨1卫,高楼层(共14层),80.96,1986,精装,有,698,22,0,4,13,383,675
东城,2室1厅1厨1卫,中楼层(共29层),61.23,2009,精装,有,530,31,0,20,60,1006,517
东城,2室1厅1厨1卫,低楼层(共18层),88.91,2005,其他,有,980,10,0,2,0,2,915
东城,3室1厅1厨1卫,底层(共5层),75.71,1994,毛坯,无,860,28,0,6,0,7,840
东城,2室1厅1厨1卫,中楼层(共5层),52.64,1979,简装,无,388,31,0,23,98,878,376
东城,2室1厅1厨1卫,顶层(共6层),50.65,1990,简装,无,483,16,0,11,64,567,483
东城,1室0厅1厨1卫,高楼层(共21层),64.01,2006,精装,有,510,182,1,30,34,4484,523
东城,3室1厅1厨1卫,高楼层(共14层),80.01,1980,简装,有,660,183,0,38,53,2834,635
东城,3室1厅1厨1卫,低楼层(共6层),81.77,1992,简装,无,650,206,1,44,240,5598,625
东城,3室2厅1厨1卫,中楼层(共21层),147.96,2005,简装,有,1050,150,1,36,35,2676,999
东城,2室1厅1厨1卫,低楼层(共15层),111.56,2008,精装,有,1150,151,1,36,65,4123,1118
东城,1室1厅1厨1卫,中楼层(共17层),55.15,1999,其他,有,545,145,1,57,27,2776,538
东城,3室1厅1厨1卫,中楼层(共5层),65.6,1979,精装,无,640,30,1,25,33,701,620
东城,3室1厅1厨1卫,低楼层(共15层),115.52,2001,简装,有,1260,23,0,33,25,775,1170
东城,2室2厅1厨2卫,中楼层(共17层),153.41,2000,精装,有,980,82,1,5,5,1755,950
东城,2室1厅1厨1卫,中楼层(共5层),60.1,1963,其他,无,556,256,1,2,0,暂无数据,550
东城,2室1厅1厨1卫,低楼层(共12层),80.65,2009,精装,有,579,15,1,6,11,133,565
东城,2室1厅1厨1卫,中楼层(共21层),69.27,1990,精装,有,670,324,1,52,126,8355,665
东城,2室1厅1厨1卫,低楼层(共18层),88.96,2001,精装,有,600,727,1,51,86,5735,585
东城,1室1厅1厨1卫,高楼层(共14层),52.09,1996,简装,有,625,286,1,66,102,7424,615
东城,1室1厅1厨1卫,低楼层(共23层),51.9,2003,简装,有,570,72,1,22,25,1865,535
东城,1室1厅1厨1卫,低楼层(共11层),47.7,2006,精装,有,386,9,1,19,18,136,378
东城,2室1厅1厨1卫,高楼层(共11层),72.36,2003,精装,有,950,18,0,30,23,472,946
东城,2室1厅1厨1卫,中楼层(共18层),80.88,2003,其他,有,680,3,0,2,0,暂无数据,665
东城,1室2厅1厨1卫,低楼层(共22层),71.93,2006,精装,有,700,226,1,30,36,5150,670
东城,1室1厅1厨1卫,中楼层(共13层),56.16,2005,精装,有,675,73,1,9,0,5,665
东城,2室1厅1厨1卫,高楼层(共6层),71.75,2003,精装,无,760,23,1,14,34,579,740
东城,2室1厅1厨1卫,高楼层(共12层),52.98,1980,简装,有,493,146,1,63,19,1120,490
东城,2室1厅1厨1卫,中楼层(共13层),56.85,1989,简装,有,630,25,0,53,29,946,618
东城,3室1厅1厨1卫,低楼层(共14层),79.76,1988,精装,有,708,374,1,52,130,8930,695
东城,1室1厅1厨1卫,高楼层(共12层),49.33,1992,简装,有,440,78,1,2,44,1646,436
东城,3室1厅1厨1卫,中楼层(共4层),74.61,1976,毛坯,无,696,124,1,56,51,3586,670
东城,1室1厅1厨1卫,中楼层(共16层),44.67,1993,其他,有,530,69,0,18,20,1516,516
东城,2室1厅1厨1卫,中楼层(共6层),59.67,1993,简装,无,410,147,0,65,254,6012,402.5
东城,2室2厅1厨2卫,低楼层(共19层),109.38,2003,精装,有,1050,181,1,33,56,4747,1000
东城,2室1厅1厨1卫,顶层(共5层),97.73,2006,其他,无,600,314,1,80,159,12856,555
东城,2室1厅1厨1卫,顶层(共6层),57.65,1988,精装,无,550,180,0,10,56,4601,520
东城,1室0厅0厨0卫,低楼层(共23层),86.56,2010,简装,有,555,336,1,57,41,3166,529
东城,2室1厅1厨1卫,高楼层(共18层),68.49,1993,精装,有,720,121,1,20,91,2977,719
东城,2室1厅1厨1卫,低楼层(共6层),60.51,1992,精装,无,428,26,1,15,71,568,411.5
东城,2室1厅1厨1卫,低楼层(共21层),97.93,2002,精装,有,750,313,1,25,50,2920,735
东城,2室1厅1厨1卫,高楼层(共29层),61.23,2009,简装,有,515,56,1,29,38,1761,495
东城,3室1厅1厨1卫,中楼层(共6层),74.26,1994,其他,无,718,91,1,54,7,156,690
东城,2室1厅1厨1卫,中楼层(共7层),72.98,2003,简装,无,630,20,0,5,24,482,615
东城,1室1厅1厨1卫,中楼层(共29层),51.12,2009,精装,有,460,66,0,23,5,87,460
东城,3室1厅1厨1卫,顶层(共5层),56.86,1988,精装,无,608,98,1,27,2,87,600
东城,2室1厅1厨1卫,中楼层(共5层),61.76,2002,精装,无,538,16,1,3,0,1,538
东城,2室1厅1厨1卫,中楼层(共6层),58.78,1988,其他,无,808,8,0,14,14,169,785
东城,2室1厅1厨1卫,中楼层(共17层),69.66,1980,精装,有,560,277,1,111,256,8766,550
东城,2室1厅1厨1卫,中楼层(共6层),54.08,1982,简装,无,550,18,1,20,28,416,540
东城,2室1厅1厨1卫,中楼层(共15层),76.21,2008,其他,有,700,54,0,31,40,1320,670
东城,2室1厅1厨1卫,底层(共6层),62.37,1997,精装,无,660,70,1,16,22,1562,633
东城,2室1厅1厨1卫,中楼层(共18层),57.98,1991,简装,有,535,340,1,83,147,9976,510
东城,1室0厅1厨1卫,中楼层(共7层),24.53,2004,其他,有,335,3,0,3,0,5,330
东城,2室1厅1厨1卫,中楼层(共6层),68.58,1998,精装,无,686,7,0,18,21,195,660
东城,1室1厅1厨1卫,高楼层(共21层),64.6,2006,简装,有,540,91,0,10,0,11,534
东城,3室1厅1厨1卫,中楼层(共6层),67.36,1982,精装,无,728,158,0,12,0,5,722.6
东城,1室1厅1厨1卫,中楼层(共18层),48.87,2002,精装,有,520,85,1,23,27,971,509
东城,2室1厅1厨1卫,高楼层(共14层),78.42,2004,其他,有,850,44,0,14,0,4,848
东城,2室1厅1厨1卫,高楼层(共6层),59.05,1988,简装,无,530,266,1,57,99,6279,518
东城,2室1厅1厨1卫,地下室(共5层),52.23,1990,简装,无,380,667,1,11,145,17028,359
东城,3室1厅1厨2卫,中楼层(共14层),123.87,2003,其他,有,1350,17,0,8,45,570,1330
东城,1室1厅1厨1卫,低楼层(共15层),59.18,2004,精装,有,575,131,1,44,140,3432,561.5
东城,1室1厅1厨1卫,高楼层(共27层),70.05,2004,精装,有,750,537,1,65,142,13531,719
东城,2室1厅1厨1卫,中楼层(共6层),56.56,1993,精装,无,530,47,1,14,0,21,530
东城,1室0厅0厨0卫,顶层(共23层),80.15,2010,精装,有,445,640,1,79,127,10479,430
东城,3室1厅1厨1卫,中楼层(共16层),88.71,2003,精装,有,860,238,1,28,58,5458,819
东城,1室0厅0厨0卫,中楼层(共23层),79.28,2009,精装,有,490,620,1,9,47,6246,482
东城,2室1厅1厨1卫,中楼层(共12层),71.38,2002,简装,有,728,296,1,67,153,8935,708
东城,1室1厅1厨1卫,高楼层(共6层),39.84,1982,其他,无,460,203,0,5,1,7,423
东城,2室1厅1厨1卫,中楼层(共5层),50.63,1985,精装,无,660,12,0,0,19,322,650
东城,1室1厅1厨1卫,底层(共18层),34.91,1990,其他,有,380,5,0,11,0,4,377
东城,3室1厅1厨1卫,高楼层(共6层),61.69,1982,简装,无,619,45,1,41,35,893,603
东城,2室1厅1厨1卫,地下室(共5层),56.24,1992,简装,无,515,667,1,24,145,26039,497.5
东城,2室1厅1厨1卫,地下室(共5层),52.23,1990,简装,无,360,45,0,7,18,1259,332
东城,1室1厅1厨1卫,高楼层(共6层),43.55,1985,简装,无,522,331,1,36,90,9597,510
东城,1室1厅1厨1卫,底层(共6层),37.34,1992,其他,无,450,8,0,5,0,17,439.8
东城,2室1厅1厨1卫,中楼层(共17层),86.2,2006,简装,有,780,224,1,91,260,14440,756
东城,2室1厅1厨1卫,中楼层(共16层),80.49,2004,其他,有,790,45,1,32,24,1228,775
东城,2室1厅1厨1卫,高楼层(共14层),58.68,1990,精装,有,520,25,0,6,65,687,520
东城,1室1厅1厨1卫,低楼层(共18层),39.93,1991,精装,有,430,13,0,3,5,199,415
东城,1室1厅1厨1卫,高楼层(共11层),42.29,2006,简装,有,388,209,1,7,18,225,375
东城,2室1厅1厨1卫,顶层(共9层),68.36,2003,简装,有,690,120,1,116,43,5938,675
东城,3室1厅1厨1卫,高楼层(共6层),78.25,1980,精装,无,860,23,1,29,15,340,820
东城,2室1厅1厨1卫,底层(共13层),76.74,2005,精装,有,858,17,0,19,40,622,847
东城,3室1厅1厨1卫,低楼层(共16层),112.05,2001,其他,有,720,119,1,42,13,157,690
东城,2室1厅1厨1卫,顶层(共6层),58.02,1990,其他,无,468,96,1,36,64,3214,463
东城,2室1厅1厨1卫,中楼层(共6层),56.79,1986,简装,无,525,128,1,9,119,3905,515
东城,3室1厅1厨1卫,高楼层(共18层),99.72,2005,简装,有,877,74,0,62,66,2889,863
东城,3室1厅1厨1卫,高楼层(共18层),76.77,2002,其他,有,767,25,0,27,38,857,741.6
东城,1室1厅1厨1卫,底层(共6层),49.96,1988,简装,无,448,7,1,1,8,119,438
东城,3室0厅1厨1卫,中楼层(共6层),69.12,1980,其他,暂无数据,830,79,1,24,0,9,800
东城,2室1厅1厨1卫,高楼层(共6层),54.17,1990,其他,无,600,18,0,2,0,3,562
东城,3室1厅1厨1卫,中楼层(共5层),67.99,1992,其他,无,670,4,0,11,10,60,625
东城,1室1厅1厨1卫,顶层(共11层),44.38,1992,精装,有,510,20,1,16,7,126,496
东城,2室1厅1厨1卫,中楼层(共24层),158.16,2008,简装,有,858,78,1,1,10,876,788
东城,1室1厅1厨1卫,中楼层(共5层),65.55,2006,其他,无,460,121,1,25,78,3510,435
东城,1室1厅1厨1卫,中楼层(共6层),50.42,2003,其他,无,530,2,0,9,0,9,520
东城,1室1厅1厨1卫,中楼层(共12层),44.37,1980,简装,有,415,180,1,18,140,5008,405
东城,2室1厅1厨1卫,高楼层(共16层),68.23,1994,其他,有,610,72,0,17,31,1890,609
东城,1室1厅1厨1卫,底层(共2层),44.41,2002,其他,暂无数据,650,185,1,65,155,5682,640
东城,2室1厅1厨1卫,顶层(共6层),57.53,1996,简装,无,590,103,1,56,50,2763,560
东城,3室1厅1厨1卫,中楼层(共14层),119.61,2000,简装,有,1300,78,0,112,45,3153,1220
东城,2室1厅1厨1卫,低楼层(共10层),53.87,1980,精装,有,525,104,1,30,74,4144,500
东城,1室1厅1厨1卫,高楼层(共6层),40.98,1996,简装,无,458,175,1,2,32,1316,456
东城,1室1厅1厨1卫,低楼层(共12层),47.18,2003,简装,有,383,50,1,10,80,1107,380
东城,2室1厅1厨1卫,中楼层(共6层),63.29,1999,简装,暂无数据,550,266,1,39,118,4140,545
东城,2室1厅1厨1卫,顶层(共16层),83.75,2001,精装,有,544,179,1,43,54,3801,521
东城,2室1厅1厨1卫,底层(共5层),53.12,1970,精装,无,435,17,0,6,26,439,425
东城,1室0厅1厨1卫,高楼层(共15层),27.38,2008,精装,有,409,62,1,9,7,371,390
东城,2室1厅1厨1卫,中楼层(共19层),98.56,2006,精装,有,880,202,1,63,137,6263,862
东城,2室1厅1厨1卫,中楼层(共19层),98.56,2006,简装,有,900,158,1,67,35,3610,845
东城,2室1厅1厨1卫,中楼层(共7层),59.96,1995,其他,无,410,89,1,21,120,1793,395
东城,1室1厅1厨1卫,中楼层(共6层),41.63,1988,简装,暂无数据,490,181,1,8,22,3804,480
东城,1室1厅1厨1卫,低楼层(共18层),50,2005,精装,有,480,110,1,3,34,2083,475
东城,1室1厅1厨1卫,低楼层(共16层),58.63,2006,精装,有,528,75,1,34,130,2696,510
东城,3室1厅1厨1卫,中楼层(共21层),92.68,1990,精装,有,834,158,1,26,45,3792,812
东城,1室1厅1厨1卫,顶层(共6层),43.2,1996,简装,无,453,314,1,28,195,6139,438
东城,3室2厅1厨2卫,中楼层(共18层),196.61,2009,精装,有,2649,75,1,1,0,4,2500
东城,2室1厅1厨1卫,中楼层(共6层),55.12,1996,简装,无,585,185,1,92,126,4764,575
东城,2室1厅1厨1卫,顶层(共5层),49.41,1987,简装,无,560,325,1,99,27,2685,535
东城,2室1厅1厨1卫,底层(共6层),63.13,1988,简装,无,570,259,1,154,85,4178,570
东城,3室1厅1厨2卫,中楼层(共27层),238.31,2004,简装,有,1382,131,0,19,3,3345,1200
东城,2室1厅1厨1卫,低楼层(共16层),60.37,1979,毛坯,有,540,793,1,27,54,2841,478
东城,3室2厅1厨2卫,顶层(共6层),151.68,1994,简装,无,1213,833,1,85,184,26248,1070
东城,1室1厅1厨1卫,高楼层(共12层),60.77,2004,简装,有,590,242,1,125,103,6223,575
东城,2室1厅1厨1卫,底层(共6层),68.52,2003,其他,无,660,11,0,15,1,24,646
东城,2室1厅1厨1卫,低楼层(共14层),60.11,1990,精装,有,560,12,1,5,26,413,544
东城,2室1厅1厨1卫,低楼层(共21层),58.89,2006,其他,有,530,89,0,42,0,12,490
东城,3室1厅1厨1卫,顶层(共6层),68.68,1980,精装,无,605,208,1,141,372,10937,600
东城,2室1厅1厨1卫,中楼层(共5层),52.24,1987,精装,无,620,20,0,18,17,630,568
东城,1室1厅1厨1卫,低楼层(共18层),59.28,2005,精装,有,655,267,1,22,78,3150,660
东城,2室2厅1厨1卫,中楼层(共29层),71.54,2009,简装,有,580,93,1,154,51,2531,560
东城,1室1厅1厨1卫,中楼层(共18层),57.24,2004,简装,有,599,67,1,1,0,暂无数据,580
东城,1室1厅1厨1卫,中楼层(共13层),52.11,2006,其他,有,615,2,0,1,0,2,600
东城,1室1厅1厨1卫,中楼层(共16层),60.84,2006,其他,有,580,33,1,2,21,808,565
东城,1室1厅1厨1卫,低楼层(共19层),70.59,2001,简装,有,460,428,1,16,12,392,428
东城,2室1厅1厨1卫,中楼层(共8层),88.33,2005,简装,有,600,15,0,11,30,319,598
东城,2室1厅1厨1卫,高楼层(共6层),69.99,1992,精装,无,558,134,1,59,102,3907,539
东城,2室1厅1厨1卫,中楼层(共18层),69.92,1993,简装,有,750,222,1,109,151,8192,725
东城,2室2厅1厨2卫,中楼层(共21层),130,2002,其他,有,1000,51,0,9,20,1106,958
东城,1室1厅1厨1卫,中楼层(共12层),49.33,1992,精装,有,450,19,1,23,9,278,435
东城,3室2厅1厨1卫,中楼层(共19层),126.46,2004,精装,有,1180,9,0,5,11,277,1128
东城,2室1厅1厨1卫,中楼层(共13层),78.37,2004,其他,有,770,33,1,23,20,525,740
东城,3室2厅1厨2卫,高楼层(共12层),144.45,2005,精装,有,1380,71,1,34,66,2737,1300
东城,2室1厅1厨1卫,低楼层(共6层),58.16,1980,其他,暂无数据,490,133,1,5,54,3370,475
东城,3室1厅1厨2卫,顶层(共11层),104.71,2005,精装,有,750,12,0,4,7,373,680
东城,1室1厅1厨1卫,高楼层(共14层),51.6,1990,简装,有,480,20,0,2,29,453,480
东城,2室1厅1厨2卫,中楼层(共5层),62.07,1990,简装,无,589,144,1,4,112,4258,575
东城,3室1厅1厨1卫,高楼层(共18层),80.15,1990,精装,暂无数据,680,561,1,107,128,8097,640
东城,3室1厅1厨1卫,低楼层(共16层),111.99,2001,其他,有,705,285,1,30,78,3703,690
东城,2室1厅1厨1卫,顶层(共6层),57.5,1993,简装,无,595,222,1,81,58,6364,580
东城,1室1厅1厨1卫,中楼层(共7层),48.43,2002,简装,无,550,20,1,27,36,718,536
东城,3室1厅1厨1卫,高楼层(共16层),71.69,1994,简装,有,760,99,1,45,132,4373,736
东城,1室0厅1厨1卫,顶层(共13层),79.51,2009,精装,有,430,181,1,23,28,3408,418
东城,1室0厅1厨1卫,高楼层(共15层),44.82,2006,精装,有,450,8,0,1,4,196,435
东城,1室0厅1厨1卫,高楼层(共21层),58.46,2005,其他,有,450,9,0,8,4,146,440
东城,2室1厅1厨1卫,高楼层(共12层),80.92,2003,简装,有,888,44,0,60,32,1236,818
东城,3室1厅1厨1卫,低楼层(共6层),70.98,1984,精装,暂无数据,580,46,1,17,23,1067,566
东城,3室1厅1厨1卫,顶层(共29层),79.55,2009,精装,有,690,459,1,93,0,暂无数据,688
东城,1室2厅1厨1卫,中楼层(共23层),63.71,2010,精装,有,640,193,1,10,8,452,625
东城,2室2厅1厨1卫,中楼层(共5层),54.61,1988,简装,无,639,217,1,33,46,5454,620
东城,1室1厅1厨1卫,高楼层(共7层),37.54,2004,简装,有,373,45,1,8,47,1365,365
东城,2室1厅1厨1卫,中楼层(共6层),59.05,1988,简装,无,550,214,1,23,44,2688,535
东城,1室1厅1厨1卫,中楼层(共6层),52.41,1997,其他,无,338,2,0,3,0,2,336
东城,4室2厅1厨2卫,高楼层(共7层),136,2002,精装,无,910,220,1,120,156,7226,875
东城,2室1厅1厨1卫,低楼层(共6层),51.61,1983,其他,无,455,150,1,74,57,879,453
东城,1室1厅1厨1卫,中楼层(共21层),68.62,2003,其他,有,575,223,1,93,25,5312,564
东城,2室1厅1厨1卫,底层(共6层),51.69,1985,简装,无,460,10,1,21,13,308,438
东城,3室1厅1厨1卫,顶层(共6层),73.46,1985,简装,暂无数据,780,91,1,26,59,3115,760
东城,1室1厅1厨1卫,顶层(共18层),78.4,2003,精装,有,630,216,1,21,23,5239,619
东城,3室1厅1厨1卫,高楼层(共6层),94.95,2002,精装,无,1200,62,0,36,33,1767,1149
东城,1室0厅1厨1卫,底层(共7层),29.22,2004,简装,有,350,8,0,5,28,251,346.5
东城,2室1厅1厨1卫,中楼层(共6层),54.59,1984,精装,无,530,246,1,10,15,4877,503
东城,2室2厅1厨2卫,高楼层(共22层),117.84,2013,其他,有,1080,171,1,7,25,2899,983
东城,1室0厅1厨1卫,中楼层(共31层),99.26,2006,精装,有,950,119,1,4,27,2950,910
东城,2室1厅1厨1卫,低楼层(共23层),63.71,2010,精装,有,629,207,1,40,115,6254,606
东城,1室1厅1厨1卫,中楼层(共16层),56.58,2006,精装,有,565,13,1,20,24,185,553
东城,2室1厅1厨1卫,中楼层(共14层),78.41,2003,简装,有,780,5,0,17,14,210,750
东城,2室1厅1厨1卫,底层(共6层),69.69,2002,精装,无,890,53,0,1,21,1388,860
东城,2室1厅1厨1卫,低楼层(共16层),95.24,2007,其他,有,998,4,0,0,9,142,988
东城,2室1厅1厨1卫,底层(共6层),52.32,1985,精装,无,470,100,1,48,84,4194,462
东城,1室1厅1厨1卫,低楼层(共6层),34.81,1980,简装,无,335,3,1,4,2,16,335
东城,1室1厅1厨1卫,底层(共5层),32.21,1988,其他,无,425,2,0,13,0,3,410
东城,1室0厅1厨1卫,低楼层(共16层),46.1,2007,精装,有,500,263,1,6,22,6047,480
东城,2室1厅1厨1卫,中楼层(共13层),71.92,2002,简装,有,720,298,1,100,68,8753,705
东城,2室1厅1厨1卫,底层(共13层),76.8,2003,精装,有,820,676,1,65,158,21830,780
东城,2室1厅1厨1卫,低楼层(共16层),57.23,1980,精装,有,465,113,1,36,85,3297,435
东城,1室1厅1厨1卫,顶层(共4层),41.16,1988,其他,无,485,87,1,45,0,12,453
东城,3室1厅1厨1卫,顶层(共6层),78.06,1990,简装,无,695,342,1,18,113,7276,660
东城,2室1厅1厨1卫,顶层(共5层),50.62,1980,简装,无,480,6,1,6,30,255,456
东城,1室1厅1厨1卫,中楼层(共29层),51.04,2009,精装,有,430,14,0,14,25,282,415
东城,3室1厅1厨1卫,中楼层(共4层),78.19,1970,精装,无,630,8,1,2,17,158,625
东城,1室1厅1厨1卫,底层(共5层),59.7,2003,简装,无,660,9,0,6,13,302,630
东城,2室1厅1厨2卫,中楼层(共26层),97.38,2004,精装,有,1020,198,1,130,88,6779,963
东城,3室2厅1厨2卫,中楼层(共16层),202.02,2003,精装,有,1890,302,1,187,108,10299,1480
东城,1室1厅1厨1卫,底层(共12层),43.22,1989,简装,有,480,129,1,8,0,4,475
东城,3室1厅1厨1卫,中楼层(共6层),69.91,1985,简装,无,625,122,1,14,43,1857,625
东城,2室1厅1厨1卫,高楼层(共12层),62.98,1987,简装,有,516,142,1,15,18,343,505
东城,1室0厅1厨1卫,低楼层(共21层),58.46,2005,毛坯,有,445,257,1,114,30,3129,418
东城,2室1厅1厨1卫,中楼层(共16层),84.45,2003,其他,有,870,255,1,72,43,8917,790
东城,1室0厅1厨1卫,高楼层(共13层),52.11,2006,精装,有,630,185,1,74,30,5822,608
东城,3室2厅1厨1卫,顶层(共7层),115.97,2002,精装,有,1260,4,0,10,0,8,1100
东城,1室1厅1厨1卫,中楼层(共7层),28.85,2004,精装,有,331,82,0,9,113,3076,330
东城,1室1厅1厨1卫,低楼层(共16层),44.77,1994,简装,有,480,86,1,33,62,2718,470
东城,2室1厅1厨1卫,底层(共6层),55.55,1989,精装,无,588,316,1,95,210,8852,566
东城,3室1厅1厨1卫,高楼层(共16层),97.21,2003,精装,有,980,361,1,35,124,8320,920
东城,2室1厅1厨1卫,中楼层(共20层),80.58,2007,精装,有,790,73,1,29,36,2241,775
东城,2室2厅1厨2卫,高楼层(共22层),117.84,2013,其他,有,1080,169,1,9,32,2927,980
东城,2室1厅1厨1卫,中楼层(共14层),61.59,1980,简装,有,480,121,1,44,78,4759,465
东城,3室1厅1厨1卫,顶层(共6层),71.22,1995,简装,无,520,6,0,4,13,183,500
东城,2室1厅1厨2卫,中楼层(共16层),122.1,2008,精装,有,990,77,1,0,0,2,900
东城,1室1厅1厨1卫,高楼层(共6层),40.57,1996,其他,无,470,12,1,5,7,73,463
东城,1室1厅1厨1卫,低楼层(共11层),53.32,2005,简装,有,392,4,0,4,0,3,386
东城,1室1厅1厨1卫,中楼层(共15层),48.86,2008,精装,有,470,42,0,39,54,1147,460
东城,2室1厅1厨1卫,地下室(共7层),67.27,2003,其他,无,360,225,1,27,99,7279,350
东城,2室1厅1厨1卫,底层(共6层),84.86,1994,简装,有,750,230,1,13,64,1583,743.7
东城,2室1厅1厨1卫,中楼层(共6层),58.51,1988,简装,无,695,318,1,59,37,8478,642
东城,3室1厅1厨1卫,中楼层(共5层),61.57,1986,精装,无,560,80,0,19,156,2756,538
东城,2室1厅1厨1卫,低楼层(共21层),88.3,2006,简装,有,860,271,1,7,47,7262,810
东城,2室1厅1厨1卫,中楼层(共13层),78.64,2003,精装,有,870,79,0,19,53,3109,860
东城,3室1厅1厨1卫,高楼层(共6层),96.37,1992,精装,无,1080,243,1,109,84,2285,1030
东城,2室1厅1厨1卫,低楼层(共21层),104.99,2005,毛坯,有,807,256,1,190,24,3201,758
东城,2室1厅1厨1卫,顶层(共16层),105.69,2001,精装,有,675,352,1,35,297,12461,658
东城,1室1厅1厨1卫,高楼层(共18层),47.86,2005,简装,有,445,252,1,61,127,5729,420
东城,4室2厅1厨2卫,中楼层(共20层),200.32,1999,精装,有,1350,259,1,79,158,9014,1262
东城,1室1厅1厨1卫,高楼层(共6层),51.86,2003,精装,无,565,80,1,20,48,1828,548
东城,1室1厅1厨1卫,中楼层(共14层),40.35,1970,简装,有,403,203,1,12,8,339,400
东城,2室1厅1厨1卫,中楼层(共16层),77.21,2003,精装,有,765,457,1,24,55,10257,735
东城,1室1厅1厨1卫,顶层(共6层),46.13,1996,精装,无,475,118,1,48,106,3972,465
东城,2室2厅1厨1卫,中楼层(共7层),61.8,2002,简装,无,543,54,1,11,75,712,530
东城,2室1厅1厨1卫,底层(共6层),52.27,1985,简装,无,505,57,0,30,37,1663,498
东城,2室1厅1厨1卫,中楼层(共5层),52.81,1986,简装,无,550,58,0,19,59,1477,540
东城,2室1厅1厨1卫,高楼层(共6层),79.97,2003,其他,无,850,307,1,24,21,4036,835
东城,2室1厅1厨1卫,高楼层(共9层),80.64,2004,精装,有,780,487,1,15,128,11136,755
东城,1室1厅1厨1卫,低楼层(共9层),51.4,1994,精装,有,350,165,1,24,132,3959,350
东城,2室1厅1厨1卫,中楼层(共14层),55.08,1980,精装,有,430,233,1,139,174,2783,420
东城,3室1厅1厨1卫,中楼层(共5层),62.74,1970,简装,无,540,41,1,44,69,1353,525
东城,1室1厅1厨1卫,中楼层(共17层),59.73,2004,精装,有,550,29,1,30,33,986,548
东城,2室1厅1厨1卫,低楼层(共12层),94.67,2011,其他,有,660,273,0,10,35,4237,636
东城,1室1厅1厨1卫,低楼层(共18层),50.82,1988,精装,有,495,107,1,22,49,3497,478
东城,2室1厅1厨1卫,低楼层(共6层),54.44,1980,简装,无,368,11,0,33,0,9,357
东城,3室1厅1厨2卫,中楼层(共27层),138.64,2003,简装,有,998,436,1,126,177,13732,980
东城,2室1厅1厨1卫,中楼层(共6层),53.52,1980,精装,无,338,198,1,45,786,8255,313
东城,2室2厅1厨1卫,顶层(共6层),75.18,2004,精装,无,656,305,1,35,78,6859,640
东城,3室1厅1厨1卫,低楼层(共6层),64.02,1983,简装,无,420,95,1,14,143,1800,413
东城,1室1厅1厨1卫,高楼层(共6层),41.97,1990,简装,无,335,96,1,52,112,2630,323.5
东城,1室1厅1厨1卫,高楼层(共18层),62.15,2004,简装,有,475,119,1,15,36,2822,466
东城,2室0厅1厨1卫,中楼层(共13层),50.33,1970,其他,有,520,88,1,34,0,9,470
东城,4室2厅1厨2卫,中楼层(共22层),207.12,2001,简装,有,1400,93,1,6,31,1866,1300
