家政员/保姆/阿姨,民营,100-499人,2019-09-06 10:45:56,高中,行政/后勤/文秘,不限,北京阿姨来了信息科技有限公司,4K-6K,合肥,包住包吃全勤奖餐补
外遣项目年薪50万雇主直聘安保/家政/保姆出国人员,民营,20-99人,2019-09-16 10:12:32,学历不限,社区/居民/家政服务,不限,天津正华达建筑劳务有限公司,30K-50K,成都,包吃包住加班补助年底双薪带薪年假
家庭保姆,民营,100-499人,2019-09-17 10:19:53,学历不限,社区/居民/家政服务,不限,深圳市好满意家政服务有限公司,6K-12K,深圳-龙华新区,定期体检补充医疗保险弹性工作包吃包住
急招家政保姆/新熟手均可,民营,100-499人,2019-09-16 17:52:08,学历不限,社区/居民/家政服务,不限,帝赫尼家居(深圳)有限公司,6K-12K,深圳,五险一金包吃包住全勤奖弹性工作
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,延安,五险一金全勤奖包吃包住房补
保姆顾问,民营,500-999人,2019-09-15 13:44:16,学历不限,销售业务,不限,苏州灿晟信息科技有限公司,6K-8K,苏州,绩效奖金带薪年假弹性工作节日福利员工旅游
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,恩施,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,莆田,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,营口,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,唐山,五险一金全勤奖包吃包住房补
保姆0905,学校/下级学院,20-99人,2019-09-05 19:38:25,博士,社区/居民/家政服务,5-10年,ihr-ceshi0905-1,1K以下,铁门关,
保姆222,社会团体,20-99人,2019-09-10 21:50:02,博士,互联网产品/运营管理,10年以上,ihr-ceshi910-01,1K以下,北屯区,
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,蚌埠,五险一金全勤奖包吃包住房补
【急聘】保姆,民营,100-499人,2019-09-05 14:24:38,中技,社区/居民/家政服务,3-5年,贵州伟德明思(集团)教育科技有限公司,4K-6K,贵阳-云岩区,五险一金带薪年假全勤奖餐补节日福利
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,三明,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,日照,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,连云港,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,大同,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,秦皇岛,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,永济市,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,濮阳,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,牡丹江,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,驻马店,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,潍坊,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,沈阳,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,鹤岗,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,临沂,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,锦州,五险一金全勤奖包吃包住房补
保姆,律师事务所,20-99人,2019-09-10 21:24:29,博士,社区/居民/家政服务,5-10年,测试公司910-1,1K以下,昌吉-木垒哈萨克自治县,
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,鄂尔多斯,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,长治,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,宿州,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,常州,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,许昌,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,南通,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,盐城,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,淮南,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,威海,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,庆阳,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,安庆,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,大庆,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,绥化,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,淄博,五险一金全勤奖包吃包住房补
保姆,股份制企业,1000-9999人,2019-09-19 08:28:33,学历不限,社区/居民/家政服务,不限,易事特集团股份有限公司,4.5K-5K,东莞,五险一金全勤奖节日福利
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,通辽,五险一金全勤奖包吃包住房补
保姆,民营,100-499人,2019-09-20 10:57:52,学历不限,社区/居民/家政服务,5-10年,承德博堃建设集团有限公司,2K-4K,承德,
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,遵化,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,大庆,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,遵化,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,淄博,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,通辽,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,濮阳,五险一金全勤奖包吃包住房补
【急聘】保姆,民营,100-499人,2019-09-05 14:24:38,中技,社区/居民/家政服务,3-5年,贵州伟德明思(集团)教育科技有限公司,4K-6K,贵阳-云岩区,五险一金带薪年假全勤奖餐补节日福利
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,莆田,五险一金全勤奖包吃包住房补
保姆0905,学校/下级学院,20-99人,2019-09-05 19:38:25,博士,社区/居民/家政服务,5-10年,ihr-ceshi0905-1,1K以下,铁门关,
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,营口,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,三明,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,唐山,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,秦皇岛,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,驻马店,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,南通,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,鄂尔多斯,五险一金全勤奖包吃包住房补
保姆,律师事务所,20-99人,2019-09-10 21:24:29,博士,社区/居民/家政服务,5-10年,测试公司910-1,1K以下,昌吉-木垒哈萨克自治县,
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,常州,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,临沂,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,沈阳,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,长治,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,许昌,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,永济市,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,临汾,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,包头,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,运城,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,邢台,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,宁德,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,天水,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,绥化,五险一金全勤奖包吃包住房补
新西兰/铲车司机/保姆/钢筋工/木工/瓦工/电焊工/电工/厨师/漆工,其它,100-499人,2019-09-17 20:17:09,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,焦作,五险一金全勤奖包吃包住房补
澳洲/电焊工/油漆工/叉车工/搬运工/司机/厨师/保姆/木工/瓦工,其它,100-499人,2019-09-17 20:06:36,学历不限,技工/操作工,1年以下,辽宁速达出入境服务有限公司,15K-20K,聊城,五险一金全勤奖包吃包住房补
保姆,医院,20人以下,2019-09-20 19:10:56,硕士,社区/居民/家政服务,10年以上,测试9501,1K以下,阿勒泰,
住家保姆,民营,20-99人,2019-09-11 16:29:00,学历不限,社区/居民/家政服务,1-3年,深圳市中洲石油化工有限公司,6K-8K,深圳-龙华新区,年底双薪全勤奖包吃不加班
外遣项目年薪50万雇主直聘安保/家政/保姆出国人员,民营,20-99人,2019-09-16 10:13:50,学历不限,社区/居民/家政服务,不限,天津正华达建筑劳务有限公司,30K-50K,西安,包吃包住加班补助年底双薪带薪年假
会做饭的保姆,民营,500-999人,2019-09-05 14:07:42,高中,社区/居民/家政服务,3-5年,北京天舟通信有限公司,4K-6K,北京,五险一金餐补通讯补助带薪年假弹性工作
一万八起急聘高端家政涉外保姆,股份制企业,20-99人,2019-09-06 14:08:29,大专,社区/居民/家政服务,不限,维佳（北京）家政服务有限公司,15K-20K,北京,包住节日福利年底双薪绩效奖金全勤奖
